Gene_acc,Gene_id,log_FDR,srank,desc2,BSF_rank2,Log_Intensity
2262,Tb427.BES40.22,-0.002774943,-0.443231,none,7125,11.83726007
2261,Tb927.7.3270,-0.002774943,-0.443323,"hypothetical protein, conserved",5090,6.840933728
2260,Tb927.11.4420,-0.002774943,-0.443325,"hypothetical protein, conserved",1668,8.483330495
2255,Tb927.10.8020,-0.002774943,-0.447512,prolyl endopeptidase,433,7.55684503
2254,Tb11.v5.0540,-0.002774943,-0.447609,"amino acid transporter 8, putative",821,8.413299764
2253,Tb927.2.2580,-0.002774943,-0.447769,"hypothetical protein, conserved",5614,7.294157481
2252,Tb927.10.2130,-0.002774943,-0.447967,"Vps51/Vps67, putative",3248.5,7.411232372
2251,Tb927.10.3260,-0.002774943,-0.448081,"Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5), putative",262.5,8.82370892
2250,Tb927.11.4650,-0.002774943,-0.448773,"Mitochondrial ribosomal protein L52, kinetoplast ribosomal PPR-repeat containing protein 13",3732,7.962032947
2249,Tb927.11.16230,-0.002774943,-0.45001,"hypothetical protein, conserved",3093,8.658926745
2248,Tb927.9.7080,-0.002774943,-0.450214,"hypothetical protein, conserved",1984,8.088844563
2247,Tb927.5.1490,-0.002774943,-0.450611,Eukaryotic translation initiation factor 4 gamma 1,3767,8.053116875
2244,Tb927.8.1590,-0.002774943,-0.453862,"ubiquitin-protein ligase, putative",1000,9.131490346
2243,Tb927.11.1960,-0.002774943,-0.456127,"leucine-rich repeat protein (LRRP), putative",1884,7.214684931
2240,Tb927.1.1050,-0.002774943,-0.457831,Metallo-dependent phosphatase-like domain-containing protein,3504.5,7.494544171
2238,Tb927.2.4930,-0.002774943,-0.459275,"esterase, putative",1576,7.56370648
2235,Tb927.8.4390,-0.002774943,-0.460107,"translation initiation factor eIF-2B subunit beta, putative",2808,8.392538679
2232,Tb927.8.2080,-0.002774943,-0.461539,"Fungal tRNA ligase phosphodiesterase domain containing protein, putative",859,8.426998959
2231,Tb927.9.9290,-0.002774943,-0.461803,polyadenylate-binding protein 1,771,9.283798573
2230,Tb927.10.9560,-0.002774943,-0.4623,"oxidoreductase, putative",4953,8.116939647
2228,Tb927.5.1100,-0.002774943,-0.463064,peroxisome targeting signal 1 receptor,1068,9.289678121
2224,Tb927.7.1370,-0.002774943,-0.463332,"spliced leader RNA PSE-promoter transcription factor, putative",4497,7.682893837
2223,Tb927.2.510,-0.002774943,-0.464101,"retrotransposon hot spot protein 4 (RHS4), putative",2128.5,7.922969259
2222,Tb927.11.10550,-0.002774943,-0.464945,"hypothetical protein, conserved",6092,6.461453504
2221,Tb927.10.1990,-0.002774943,-0.464969,"major vault protein, putative",802.5,11.28076043
2220,Tb927.11.2810,-0.002774943,-0.465136,"Protein of unknown function (DUF3773), putative",7125,7.872272846
2219,Tb927.10.12040,-0.002774943,-0.465147,"mitogen-activated protein kinase 11, putative",856.5,7.417305583
2218,Tb927.6.1080,-0.002774943,-0.465351,"hydroxyacylglutathione hydrolase, putative",1125,8.411333449
2214,Tb927.10.6300,-0.002774943,-0.466883,Mitochondrial ribosomal protein S5,6060.5,7.231367631
2212,Tb927.3.2130,-0.002774943,-0.467579,"RNA pseudouridylate synthase, putative",4535,8.577710041
2211,Tb927.11.9420,-0.002774943,-0.467977,"ATP synthase, putative",846,8.320374802
2210,Tb927.5.780,-0.002774943,-0.468581,"hypothetical protein, conserved",1450,8.796213427
2209,Tb927.7.5330,-0.002774943,-0.469172,"hypothetical protein, conserved",5382,7.856795328
2208,Tb927.11.10260,-0.002774943,-0.469425,"hypothetical protein, conserved",2068,8.947698335
2206,Tb927.11.14760,-0.002774943,-0.470208,"Clustered mitochondria/Translation initiation factor eIF3 subunit 135, putative",4057,6.754646429
2205,Tb927.10.9660,-0.002774943,-0.470577,"Splicing factor CRN, putative",3646,7.554852434
2200,Tb927.11.9440,-0.002774943,-0.471799,Component of motile flagella 63,1516,5.71440521
2198,Tb927.7.3620,-0.002774943,-0.472022,tyrosyl-tRNA synthetase,946,8.962246181
2197,Tb927.10.15760,-0.002774943,-0.472108,"hypothetical protein, conserved",207,7.965568555
2196,Tb927.7.6820,-0.002774943,-0.47255,"hypothetical protein, conserved",2830,8.33547796
2195,Tb927.7.4180,-0.002774943,-0.472686,Fatty acid elongase,578,8.653058071
2192,Tb927.10.10830,-0.002774943,-0.474162,RGG-containing protein 2,1851,8.951123719
2191,Tb927.11.11680,-0.002774943,-0.474771,"2-oxoglutarate dehydrogenase E2 component, putative",422,8.683605315
2189,Tb927.7.5190,-0.002774943,-0.475368,"hypothetical protein, conserved",2949,8.169645049
2187,Tb927.11.7530,-0.002774943,-0.4755,"long-chain-fatty-acid-CoA ligase, putative",2510,7.666592852
2186,Tb927.5.3230,-0.002774943,-0.478047,"hypothetical protein, conserved",3967,7.89047132
2183,Tb927.11.11090,-0.002774943,-0.479631,Nucleoporin NUP140,2214,8.387621151
2181,Tb927.11.6740,-0.002774943,-0.479728,"pumilio/PUF RNA binding protein 10, putative",2392,8.361973237
2180,Tb927.10.13310,-0.002774943,-0.479876,"DNA-directed RNA polymerase I subunit RPB5z, putative",3488,7.436941451
2179,Tb927.2.470,-0.002774943,-0.479949,"retrotransposon hot spot protein 4 (RHS4), putative",1551,9.040364956
2178,Tb927.3.4070,-0.002774943,-0.480081,"Pyruvate transporter, putative",254,9.556869127
2174,Tb927.7.5370,-0.002774943,-0.480783,"hypothetical protein, conserved",5975,7.587127024
2173,Tb927.7.5450,-0.002774943,-0.481227,lipin,3647,8.506802578
2172,Tb927.10.8910,-0.002774943,-0.481237,Nucleoporin NUP181,2459,7.714279452
2168,Tb927.8.1420,-0.002774943,-0.482034,"acyl-CoA dehydrogenase, mitochondrial precursor, putative",3070,8.13842902
2166,Tb927.11.5450,-0.002774943,-0.48269,malic enzyme,612,8.504892039
2165,Tb927.10.3700,-0.002774943,-0.482913,"AMP-activated protein kinase, gamma regulatory subunit",2584,8.303671145
2164,Tb927.11.1250,-0.002774943,-0.483103,"Mitochondrial SSU ribosomal protein, putative",4689,8.963376942
2163,Tb927.7.2770,-0.002774943,-0.483311,"hypothetical protein, conserved",4609,6.730677322
2159,Tb927.5.309b,-0.002774943,-0.484932,"invariant surface glycoprotein, putative",1877.5,8.005352136
2158,Tb927.10.10350,-0.002774943,-0.486409,"STE/STE11 serine/threonine-protein kinase, putative",3350,7.652497753
2155,Tb927.11.16730,-0.002774943,-0.487539,dihydrolipoyl dehydrogenase,467,9.739287468
2151,Tb927.10.2640,-0.002774943,-0.489665,intraflagellar transport protein 81,452.5,9.408918021
2150,Tb927.10.4830,-0.002774943,-0.48983,"hypothetical protein, conserved",6063,7.839949168
2149,Tb927.9.1770,-0.002774943,-0.490541,"Zn-finger in Ran binding protein and others/SPRY domain/HECT-domain (ubiquitin-transferase), putative",1869,7.936810208
2147,Tb927.2.4230,-0.002774943,-0.491751,"NUP-1 protein, putative",425,8.400434368
2146,Tb927.9.10100,-0.002774943,-0.491944,"hypothetical protein, conserved",466,8.404885008
2145,Tb927.4.560,-0.002774943,-0.491974,"Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative",298,9.310544629
2141,Tb927.8.7100,-0.002774943,-0.49306,acetyl-CoA carboxylase,399,9.261904912
2140,Tb927.10.7690,-0.002774943,-0.493374,Component of motile flagella 4,1200,7.280396238
2138,Tb11.v5.0365,-0.002774943,-0.494785,"hypothetical protein, conserved",774,8.696993818
2136,Tb927.7.3880,-0.002774943,-0.495481,Basal body protein,1894,9.013258665
2135,Tb927.7.6310,-0.002774943,-0.497113,polo-like protein kinase,5324,7.346568112
2132,Tb927.4.1540,-0.002774943,-0.49865,"NAD dependent epimerase/dehydratase family, putative",1167,8.639815074
2131,Tb927.6.2640,-0.002774943,-0.49873,"importin alpha subunit, putative",793,9.123099955
2130,Tb927.11.14380,-0.002774943,-0.500347,kinetoplast polyadenylation/uridylation factor 2,3599,7.693621439
2128,Tb927.7.7290,-0.002774943,-0.5006,"COG4 transport protein, putative",4670,7.176698846
2127,Tb927.4.4700,-0.002774943,-0.501149,"hypothetical protein, conserved",852,5.781410674
2126,Tb927.2.4090,-0.002774943,-0.501304,"signal recognition particle receptor beta subunit, putative",1403,8.442197464
2125,Tb927.11.11690,-0.002774943,-0.502024,"Vacuolar proton pump subunit B, putative",406,9.683569319
2122,Tb927.4.5130,-0.002774943,-0.504946,"KH domain/Domain of unknown function (DUF1771)/Smr domain containing protein, putative",2212,6.450787792
2121,Tb927.6.4040,-0.002774943,-0.505348,mitochondrial ribosomal protein L28,5681,6.80353905
2120,Tb927.11.6980,-0.002774943,-0.505373,"Phosphoenolpyruvate carboxykinase, related",2473,8.049644353
2119,Tb927.4.2750,-0.002774943,-0.505567,"hypothetical protein, conserved",2226,8.575937972
2117,Tb927.5.2320,-0.002774943,-0.50646,"Mak10 subunit, NatC N(alpha)-terminal acetyltransferase, putative",1126,8.825172868
2111,Tb927.11.1890,-0.002774943,-0.51033,"Serine-threonine kinase receptor-associated protein, putative",684,8.81924114
2109,Tb927.3.1260,-0.002774943,-0.510681,"hypothetical protein, conserved",3116,5.730119835
2108,Tb927.11.16660,-0.002774943,-0.510716,"Dopey, N-terminal, putative",2557,7.751771641
2105,Tb927.11.3490,-0.002774943,-0.512587,"hypothetical protein, conserved",694,9.236940132
2103,Tb927.10.12500,-0.002774943,-0.513649,"P-type H+-ATPase, putative",2054,7.000043427
2102,Tb927.11.4950,-0.002774943,-0.513649,"hypothetical protein, conserved",537,7.689122312
2101,Tb927.8.6830,-0.002774943,-0.513885,"kinesin, putative",3150,7.869255194
2099,Tb927.6.700,-0.002774943,-0.514263,"alanyl-tRNA synthetase, putative",741,9.464534256
2097,Tb927.11.11850,-0.002774943,-0.514531,"splicing factor 3B subunit 1, putative",1665,8.204201405
2094,Tb927.10.11210,-0.002774943,-0.515394,"hypothetical protein, conserved",3551,6.850352114
2093,Tb927.4.4550,-0.002774943,-0.516055,"hypothetical protein, conserved",3286,8.600243016
2092,Tb927.10.3900,-0.002774943,-0.516778,"CAMK/CAMKL family protein kinase, putative",1883,7.628695383
2091,Tb927.9.11740,-0.002774943,-0.517092,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",4028,7.67600734
2090,Tb927.7.7030,-0.002774943,-0.517332,"zinc-finger of a C2HC-type, putative",1978,8.502741119
2089,Tb927.7.3430,-0.002774943,-0.517662,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",3236,8.224170352
2088,Tb927.11.8160,-0.002774943,-0.51841,"dynein heavy chain, putative",745,8.520365609
2086,Tb927.3.1430,-0.002774943,-0.518667,"chaperone protein DnaJ, putative",2617,8.128819142
2085,Tb927.11.1740,-0.002774943,-0.518904,intraflagellar transport protein 88,623,9.364213184
2083,Tb927.6.2930,-0.002774943,-0.519069,"ATPase family associated with various cellular activities (AAA), putative",2310,7.743650848
2079,Tb927.5.295b,-0.002774943,-0.522934,retrotransposon hotspot (RHS) protein 1,1033.5,9.314351842
2078,Tb927.4.2760,-0.002774943,-0.523726,"Protein of unknown function (DUF3808), putative",1730,9.208118741
2075,Tb927.11.980,-0.002774943,-0.524812,Nucleoporin NUP158,876,9.111396949
2074,Tb927.11.15040,-0.002774943,-0.524833,"Chaperonin HSP60, mitochondrial",1606,9.07371835
2072,Tb927.4.2850,-0.002774943,-0.52555,"hypothetical protein, conserved",2718,8.469114792
2069,Tb927.9.9640,-0.002774943,-0.527994,"hypothetical protein, conserved",4492,10.01456254
2068,Tb927.3.5010,-0.002774943,-0.528506,"hypothetical protein, conserved",1301,8.105952769
2067,Tb11.v5.0853,-0.002774943,-0.528867,"Vacuolar sorting protein 9 (VPS9) domain containing protein, putative",3815.5,7.515516198
2066,Tb927.11.11590,-0.002774943,-0.528941,Eukaryotic translation initiation factor 3 subunit E,1113,8.778317698
2065,Tb11.02.5390b,-0.002774943,-0.529339,"mRNA processing protein, putative",3341.5,8.256934118
2064,Tb927.10.14140,-0.002774943,-0.529407,pyruvate kinase 1,43.5,9.637699821
2063,Tb927.8.2030,-0.002774943,-0.529573,Posterior and Ventral Edge protein 1,525,8.555118643
2062,Tb927.10.11170,-0.002774943,-0.530144,"hypothetical protein, conserved",3994,7.795949499
2061,Tb927.11.290,-0.002774943,-0.530446,"Phosphatase and tensin homolog, putative",3180,7.296467739
2058,Tb927.7.3160,-0.002774943,-0.5331,"Cytoplasmic dynein 1 heavy chain (DYNC1H1), putative",1817.5,8.000867722
2056,Tb927.11.4570,-0.002774943,-0.534235,Ras-related protein Rab5B,2249,7.471042214
2055,Tb927.11.14900,-0.002774943,-0.534481,coatomer subunit epsilon,1160,8.615255467
2054,Tb927.11.2490,-0.002774943,-0.535035,"Unc104-like kinesin, putative",1427,8.6250139
2053,Tb927.10.8090,-0.002774943,-0.535961,"hypothetical protein, conserved",5025,7.807933963
2051,Tb927.8.6270,-0.002774943,-0.536514,"hypothetical protein, conserved",2436,6.946142646
2044,Tb927.11.13290,-0.002774943,-0.538001,mitochondrial import inner membrane translocase subunit tim17,3830,7.059979717
2043,Tb927.10.1400,-0.002774943,-0.538077,hypoxanthine-guanine phosphoribosyltransferase,1069.5,8.168114287
2041,Tb927.1.3270,-0.002774943,-0.539109,"hypothetical protein, conserved",2938,8.170496406
2036,Tb927.5.4380,-0.002774943,-0.542969,Kinetoplastid-specific Protein Phosphatase 1,583.5,8.81430754
2035,Tb927.7.6930,-0.002774943,-0.543411,"ATPase, putative",2114,8.117768295
2034,Tb927.8.7270,-0.002774943,-0.544788,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",1462,7.417687541
2030,Tb927.4.310,-0.002774943,-0.547795,"SPRY domain/HECT-domain (ubiquitin-transferase), putative",2061,8.225877629
2028,Tb927.9.9170,-0.002774943,-0.547917,"hypothetical protein, conserved",5942,8.100301604
2026,Tb927.10.1500,-0.002774943,-0.548937,"methionyl-tRNA synthetase, putative",777,8.686529023
2023,Tb927.11.630,-0.002774943,-0.55025,RNA polymerase I second largest subunit,1638,8.539778435
2020,Tb927.4.2880,-0.002774943,-0.551712,Nucleoporin NUP225,1527,8.205204364
2017,Tb927.2.4390,-0.002774943,-0.553795,endo/exonuclease Mre11,2270,8.111766433
2015,Tb927.10.13780,-0.002774943,-0.554742,glycogen synthase kinase 3,495.5,8.796428619
2014,Tb927.5.4040,-0.002774943,-0.555882,"Mitochondrial SSU ribosomal protein, putative",5834,8.697926445
2013,Tb927.7.2190,-0.002774943,-0.556069,"translocon-associated protein (TRAP), alpha subunit, putative",845,8.662653966
2011,Tb927.5.2820,-0.002774943,-0.556563,"Serine/threonine-protein kinase NEK6, putative",2285,8.368026416
2008,Tb927.11.12470,-0.002774943,-0.55679,"hypothetical protein, conserved",2444,7.47839332
2007,Tb927.7.3980,-0.002774943,-0.557215,tc40 antigen-like,842,9.361595639
2006,Tb927.9.12570,-0.002774943,-0.557274,"glycerol kinase, glycosomal",25.5,10.76101019
2005,Tb927.6.4670,-0.002774943,-0.5576,MORN repeat-containing protein 1,463,10.29909307
2004,Tb927.9.11540,-0.002774943,-0.558123,"hypothetical protein, conserved",563,7.507302536
2003,Tb927.11.16810,-0.002774943,-0.558661,"dynein light intermediate chain D1bLIC, putative",981,8.603274317
2000,Tb927.10.9980,-0.002774943,-0.560723,"hypothetical protein, conserved",4910,8.604873771
1999,Tb927.11.5910,-0.002774943,-0.56088,"WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative",1702,7.767949491
1998,Tb927.7.4990,-0.002774943,-0.561138,"hypothetical protein, conserved",2336.5,8.031044717
1997,Tb927.10.6060,-0.002774943,-0.561146,universal minicircle sequence binding protein 2,438.5,7.7879632
1995,Tb927.9.9060,-0.002774943,-0.562254,"Lsm12 protein, putative",814,8.923062593
1993,Tb927.3.2900,-0.002774943,-0.56298,eukaryotic translation initiation factor 2 subunit alpha,779,8.069705088
1990,Tb927.11.4160,-0.002774943,-0.564213,predicted C2 domain protein,2828,8.436417104
1987,Tb927.3.1400,-0.002774943,-0.565189,"alpha-tubulin N-acetyltransferase, putative",4284,6.941039117
1985,Tb927.11.3250,-0.002774943,-0.565963,"dynein heavy chain, putative",150,8.404731115
1983,Tb927.5.1870,-0.002774943,-0.567417,"Fidgetin, putative",2901,8.514361776
1982,Tb927.11.5840,-0.002774943,-0.567851,"Protein translation factor SUI1 homolog, putative",2014,7.271725469
1979,Tb927.9.13610,-0.002774943,-0.569087,"helicase, putative",1121,8.812686128
1977,Tb927.7.7260,-0.002774943,-0.569903,"kinesin, putative",3345.5,7.698500713
1976,Tb927.9.13510,-0.002774943,-0.57032,Poly(A)-specific ribonuclease PARN-3,1662.5,8.743643012
1973,Tb927.11.5230,-0.002774943,-0.572054,"hypothetical protein, conserved",1505,8.137543995
1972,Tb927.5.2090,-0.002774943,-0.572583,"kinesin, putative",791,8.564666064
1971,Tb927.11.10880,-0.002774943,-0.57271,"hypothetical protein, conserved",5013,8.351641726
1967,Tb927.4.4310,-0.002774943,-0.574019,Nucleoporin NUP64,1811,8.884936897
1965,Tb927.10.6170,-0.002774943,-0.577907,"hypothetical protein, conserved",3799,7.913246781
1964,Tb11.v5.0517,-0.002774943,-0.578139,"hypothetical protein, conserved",5411.5,8.028286509
1963,Tb927.4.1250,-0.002774943,-0.578227,"peroxisome biogenesis factor 1, putative",3225,9.006166425
1961,Tb927.5.1060,-0.002774943,-0.580143,"mitochondrial processing peptidase, beta subunit, putative",4631,8.713834818
1960,Tb927.8.3490,-0.002774943,-0.580523,"Gryzun, putative trafficking through Golgi, putative",3335,7.930118343
1958,Tb927.8.4570,-0.002774943,-0.584589,"Zinc finger, C3HC4 type (RING finger), putative",2483,7.387692303
1955,Tb927.6.4200,-0.002774943,-0.585898,"LSU ribosomal protein, mitochondrial, putative",4411,7.833975371
1954,Tb927.11.2430,-0.002774943,-0.587326,"Cytoplasmic dynein 2 heavy chain (DYNC2H2), putative",286,9.295149097
1953,Tb927.8.540,-0.002774943,-0.587539,"N-terminal region of Chorein, a TM vesicle-mediated sorter, putative",7125,6.997923459
1952,Tb927.11.9180,-0.002774943,-0.588246,"ADP-ribosylation factor GTPase activating protein, putative",2031,8.084147133
1950,Tb927.8.4780,-0.002774943,-0.589364,Flagellar Member 3,357,7.911088329
1949,Tb927.8.3380,-0.002774943,-0.589585,succinate dehydrogenase iron-sulfur subunit,2811,7.647861995
1946,Tb927.9.8410,-0.002774943,-0.591342,"chaperone protein DnaJ, putative",1183,9.047625278
1945,Tb927.11.6070,-0.002774943,-0.591568,"hypothetical protein, conserved",2363,7.121461354
1944,Tb927.5.3400,-0.002774943,-0.592372,calcium-translocating P-type ATPase,304,8.955865664
1942,Tb927.5.1090,-0.002774943,-0.593868,"threonyl-tRNA synthetase, putative",596,8.984072529
1941,Tb927.8.6810,-0.002774943,-0.593888,"STE/STE11 serine/threonine-protein kinase, putative",3943,7.285242162
1940,Tb927.8.3410,-0.002774943,-0.594383,"Inositol hexakisphosphate, putative",1912,9.158814647
1938,Tb927.11.6790,-0.002774943,-0.59531,Nucleolar protein 89,1953,8.550790737
1937,Tb927.10.5430,-0.002774943,-0.596973,"Flagellar C1a complex subunit C1a-32, putative",2836,7.374473389
1936,Tb927.10.10610,-0.002774943,-0.597136,"protein tyrosine phosphatase, putative",2348,7.764101376
